2.02981e+09 10.431 28.9247 0 0.0303025 1.78169e+07 1.78169e+07 0 4.16252e+06 0 0 0 0 0
3.60956e+09 12.6374 35.0431 247.513 0.0329968 8.24142e+07 8.24142e+07 3012.33 1.48693e+07 213588 0.0209023 10.2569 0.000589218 0.605434
6.41881e+09 15.3105 42.4557 113276 0.104584 2.30244e+08 2.29627e+08 229276 4.10305e+07 6.74972e+07 63.5986 1016.86 5.70906 3957.22
1.14144e+10 18.5492 51.4362 980410 0.189618 4.51487e+08 4.48299e+08 1.52889e+06 1.1092e+08 3.86752e+08 773.252 5746.71 84.8445 37713.5
2.02981e+10 22.4728 62.3164 4.7039e+06 0.271111 7.77412e+08 7.61692e+08 7.49466e+06 2.93619e+08 1.18202e+09 5962.09 23227.8 669.769 184808
3.3677e+10 26.6042 73.7726 1.83208e+07 0.398688 8.41207e+08 7.41292e+08 4.62679e+07 6.11362e+08 2.92095e+09 34843.5 96028.7 4029.59 701432
5.58742e+10 31.4951 87.335 5.48039e+07 0.502948 1.01595e+09 7.54012e+08 1.26848e+08 1.44242e+09 5.53908e+09 170358 298199 18591.9 2.02564e+06
9.27022e+10 37.2852 103.391 1.55687e+08 0.616501 1.60551e+09 8.3276e+08 3.97727e+08 3.06559e+09 9.37374e+09 742878 1.02642e+06 81483.7 5.27769e+06
1.53804e+11 44.1396 122.398 4.38025e+08 0.743189 2.97327e+09 9.17563e+08 1.14695e+09 6.48166e+09 1.45622e+10 3.10492e+06 3.60155e+06 359358 1.29595e+07
2.5518e+11 52.2543 144.899 1.20605e+09 0.887285 6.6477e+09 1.06561e+09 3.49236e+09 1.3657e+10 1.99107e+10 1.20711e+07 1.34171e+07 1.52836e+06 2.80012e+07
4.23376e+11 61.8607 171.538 3.4066e+09 1.05503 1.55886e+10 1.22921e+09 1.02785e+10 2.69665e+10 2.3584e+10 4.37376e+07 5.07495e+07 6.70737e+06 5.37036e+07
