#z i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter SDensitySFR  SDensityOFR SDensityCAR MetallicityCold MetallicityStar MassProfStar MassStar MassBin RadiusIso
2 66 0.56411 59.2568 0 0 59.2568 0.590696 0 0 4.50634e+11 2.03009e-07 0 22417.2 22417.2 10.25 8.3417
2 67 0.590696 52.5419 0 0 52.5419 0.618534 0 0 4.13108e+11 2.07554e-07 0 22417.2 22417.2 10.25 8.73483
2 68 0.618534 46.3779 0 0 46.3779 0.647685 0 0 3.77159e+11 2.122e-07 0 22417.2 22417.2 10.25 9.14649
2 69 0.647685 40.745 0 0 40.745 0.678209 0 0 3.42863e+11 2.16945e-07 0 22417.2 22417.2 10.25 9.57755
2 70 0.678209 35.6214 0 0 35.6214 0.710172 0 0 3.10289e+11 2.21785e-07 0 22417.2 22417.2 10.25 10.0289
2 71 0.710172 30.9837 0 0 30.9837 0.743642 0 0 2.79492e+11 2.26718e-07 0 22417.2 22417.2 10.25 10.5016
2 72 0.743642 26.8071 0 0 26.8071 0.778689 0 0 2.50514e+11 2.3174e-07 0 22417.2 22417.2 10.25 10.9965
2 73 0.778689 23.0655 0 0 23.0655 0.815387 0 0 2.23386e+11 2.36848e-07 0 22417.2 22417.2 10.25 11.5148
2 74 0.815387 19.7321 0 0 19.7321 0.853815 0 0 1.98122e+11 2.42037e-07 0 22417.2 22417.2 10.25 12.0574
2 75 0.853815 16.7792 0 0 16.7792 0.894054 0 0 1.74724e+11 2.47303e-07 0 22417.2 22417.2 10.25 12.6257
2 76 0.894054 14.1791 0 0 14.1791 0.936189 0 0 1.53179e+11 2.52641e-07 0 22417.2 22417.2 10.25 13.2207
2 77 0.936189 11.9039 0 0 11.9039 0.980311 0 0 1.33461e+11 2.58044e-07 0 22417.2 22417.2 10.25 13.8438
2 78 0.980311 9.92591 0 0 9.92591 1.02651 0 0 1.15528e+11 2.63508e-07 0 22417.2 22417.2 10.25 14.4962
2 79 1.02651 8.21794 0 0 8.21794 1.07489 0 0 9.93274e+10 2.69026e-07 0 22417.2 22417.2 10.25 15.1794
2 80 1.07489 6.75358 0 0 6.75358 1.12555 0 0 8.47924e+10 2.74591e-07 0 22417.2 22417.2 10.25 15.8948
2 81 1.12555 5.50734 0 0 5.50734 1.17859 0 0 7.18467e+10 2.80197e-07 0 22417.2 22417.2 10.25 16.6439
2 82 1.17859 4.45492 0 0 4.45492 1.23414 0 0 6.0404e+10 2.85836e-07 0 22417.2 22417.2 10.25 17.4283
2 83 1.23414 3.57333 0 0 3.57333 1.2923 0 0 5.03702e+10 2.915e-07 0 22417.2 22417.2 10.25 18.2497
2 84 1.2923 2.84106 0 0 2.84106 1.35321 0 0 4.16451e+10 2.97182e-07 0 22417.2 22417.2 10.25 19.1097
2 85 1.35321 2.23815 0 0 2.23815 1.41698 0 0 3.41241e+10 3.02873e-07 0 22417.2 22417.2 10.25 20.0103
2 86 1.41698 1.74632 0 0 1.74632 1.48376 0 0 2.77001e+10 3.08567e-07 0 22417.2 22417.2 10.25 20.9534
2 87 1.48376 1.34896 0 0 1.34896 1.55369 0 0 2.22655e+10 3.14254e-07 0 22417.2 22417.2 10.25 21.9409
2 88 1.55369 1.03113 0 0 1.03113 1.62691 0 0 1.77139e+10 3.19927e-07 0 22417.2 22417.2 10.25 22.975
2 89 1.62691 0.779589 0 0 0.779589 1.70358 0 0 1.39416e+10 3.25578e-07 0 22417.2 22417.2 10.25 24.0577
2 90 1.70358 0.582693 0 0 0.582693 1.78387 0 0 1.08496e+10 3.31197e-07 0 22417.2 22417.2 10.25 25.1915
2 91 1.78387 0.430339 0 0 0.430339 1.86794 0 0 8.34409e+09 3.36779e-07 0 22417.2 22417.2 10.25 26.3788
2 92 1.86794 0.313863 0 0 0.313863 1.95598 0 0 6.33828e+09 3.42314e-07 0 22417.2 22417.2 10.25 27.622
2 93 1.95598 0.225934 0 0 0.225934 2.04816 0 0 4.75265e+09 3.47795e-07 0 22417.2 22417.2 10.25 28.9238
2 94 2.04816 0.160426 0 0 0.160426 2.14469 0 0 3.51567e+09 3.53216e-07 0 22417.2 22417.2 10.25 30.2869
2 95 2.14469 0.112291 0 0 0.112291 2.24576 0 0 2.56395e+09 3.58569e-07 0 22417.2 22417.2 10.25 31.7143
2 96 2.24576 0.0774299 0 0 0.0774299 2.3516 0 0 1.84226e+09 3.63847e-07 0 22417.2 22417.2 10.25 33.2089
2 97 2.3516 0.0525614 0 0 0.0525614 2.46243 0 0 1.30324e+09 3.69045e-07 0 22417.2 22417.2 10.25 34.774
2 98 2.46243 0.0350998 0 0 0.0350998 2.57848 0 0 9.07017e+08 3.74156e-07 0 22417.2 22417.2 10.25 36.4128
2 99 2.57848 0.0230405 0 0 0.0230405 2.7 0 0 6.20564e+08 3.79175e-07 0 22417.2 22417.2 10.25 38.1289
2 100 2.7 0.0148555 0 0 0.0148555 2.82725 0 0 4.17052e+08 3.84097e-07 0 22417.2 22417.2 10.25 39.9259
2 101 2.82725 0.00939996 0 0 0.00939996 2.96049 0 0 2.7508e+08 3.88917e-07 0 22417.2 22417.2 10.25 41.8075
2 102 2.96049 0.00583218 0 0 0.00583218 3.10001 0 0 1.77914e+08 3.93631e-07 0 22417.2 22417.2 10.25 43.7779
2 103 3.10001 0.00354491 0 0 0.00354491 3.24611 0 0 1.12731e+08 3.98235e-07 0 22417.2 22417.2 10.25 45.8411
2 104 3.24611 0.00210879 0 0 0.00210879 3.3991 0 0 6.99097e+07 4.02726e-07 0 22417.2 22417.2 10.25 48.0015
2 105 3.3991 0.00122653 0 0 0.00122653 3.55929 0 0 4.23888e+07 4.07099e-07 0 22417.2 22417.2 10.25 50.2637
2 106 3.55929 0.000696763 0 0 0.000696763 3.72704 0 0 2.51029e+07 4.11352e-07 0 22417.2 22417.2 10.25 52.6326
2 107 3.72704 0.000386167 0 0 0.000386167 3.90269 0 0 1.45036e+07 4.15482e-07 0 22417.2 22417.2 10.25 55.1131
2 108 3.90269 0.000208567 0 0 0.000208567 4.08662 0 0 8.16577e+06 4.19487e-07 0 22417.2 22417.2 10.25 57.7105
2 109 4.08662 0.000109641 0 0 0.000109641 4.27921 0 0 4.47468e+06 4.23365e-07 0 22417.2 22417.2 10.25 60.4303
2 110 4.27921 5.60285e-05 0 0 5.60285e-05 4.48088 0 0 2.3835e+06 4.27113e-07 0 22417.2 22417.2 10.25 63.2783
2 111 4.48088 2.77955e-05 0 0 2.77955e-05 4.69206 0 0 1.23247e+06 4.30729e-07 0 22417.2 22417.2 10.25 66.2605
2 112 4.69206 1.3368e-05 0 0 1.3368e-05 4.91319 0 0 617785 4.34212e-07 0 22417.2 22417.2 10.25 69.3833
2 113 4.91319 6.22378e-06 0 0 6.22378e-06 5.14474 0 0 299753 4.37561e-07 0 22417.2 22417.2 10.25 72.6532
2 114 5.14474 2.80075e-06 0 0 2.80075e-06 5.38721 0 0 140568 4.40773e-07 0 22417.2 22417.2 10.25 76.0772
2 115 5.38721 1.21628e-06 0 0 1.21628e-06 5.6411 0 0 63608 4.43848e-07 0 22417.2 22417.2 10.25 79.6626
2 116 5.6411 5.08866e-07 0 0 5.08866e-07 5.90696 0 0 27727.2 4.46784e-07 0 22417.2 22417.2 10.25 83.417
2 117 5.90696 2.04751e-07 0 0 2.04751e-07 6.18534 0 0 11622.7 4.4958e-07 0 22417.2 22417.2 10.25 87.3483
2 118 6.18534 7.90866e-08 0 0 7.90866e-08 6.47685 0 0 4676.39 4.52236e-07 0 22417.2 22417.2 10.25 91.4649
2 119 6.47685 2.92684e-08 0 0 2.92684e-08 6.78209 0 0 1802.52 4.54751e-07 0 22417.2 22417.2 10.25 95.7755
2 120 6.78209 1.03572e-08 0 0 1.03572e-08 7.10172 0 0 664.26 4.57125e-07 0 22417.2 22417.2 10.25 100.289
2 121 7.10172 3.49715e-09 0 0 3.49715e-09 7.43642 0 0 233.541 4.59357e-07 0 22417.2 22417.2 10.25 105.016
2 122 7.43642 1.12424e-09 0 0 1.12424e-09 7.78689 0 0 78.1614 4.61446e-07 0 22417.2 22417.2 10.25 109.965
2 123 7.78689 3.43297e-10 0 0 3.43297e-10 8.15387 0 0 24.8438 4.63394e-07 0 22417.2 22417.2 10.25 115.148
2 124 8.15387 9.93337e-11 0 0 9.93337e-11 8.53815 0 0 7.48144 4.652e-07 0 22417.2 22417.2 10.25 120.574
2 125 8.53815 2.71668e-11 0 0 2.71668e-11 8.94054 0 0 2.12906 4.66866e-07 0 22417.2 22417.2 10.25 126.257
2 126 8.94054 7.00392e-12 0 0 7.00392e-12 9.36189 0 0 0.57104 4.68391e-07 0 22417.2 22417.2 10.25 132.207
2 127 9.36189 1.69745e-12 0 0 1.69745e-12 9.80311 0 0 0.14395 4.69777e-07 0 22417.2 22417.2 10.25 138.438
2 128 9.80311 3.85605e-13 0 0 3.85605e-13 10.2651 0 0 0.0340056 4.71026e-07 0 22417.2 22417.2 10.25 144.962
2 129 10.2651 8.18563e-14 0 0 8.18563e-14 10.7489 0 0 0.00750511 4.7214e-07 0 22417.2 22417.2 10.25 151.794
2 130 10.7489 1.6186e-14 0 0 1.6186e-14 11.2555 0 0 0.00154254 4.73121e-07 0 22417.2 22417.2 10.25 158.948
2 131 11.2555 2.97131e-15 0 0 2.97131e-15 11.7859 0 0 0.000294263 4.7397e-07 0 22417.2 22417.2 10.25 166.439
2 132 11.7859 5.04615e-16 0 0 5.04615e-16 12.3414 0 0 5.19188e-05 4.74692e-07 0 22417.2 22417.2 10.25 174.283
2 133 12.3414 7.89918e-17 0 0 7.89918e-17 12.923 0 0 8.44124e-06 4.75289e-07 0 22417.2 22417.2 10.25 182.497
2 134 12.923 1.13539e-17 0 0 1.13539e-17 13.5321 0 0 1.25982e-06 4.75766e-07 0 22417.2 22417.2 10.25 191.097
2 135 13.5321 1.49245e-18 0 0 1.49245e-18 14.1698 0 0 1.719e-07 4.76125e-07 0 22417.2 22417.2 10.25 200.103
2 136 14.1698 1.78655e-19 0 0 1.78655e-19 14.8376 0 0 2.13538e-08 4.76372e-07 0 22417.2 22417.2 10.25 209.534
2 137 14.8376 1.939e-20 0 0 1.939e-20 15.5369 0 0 2.40429e-09 4.76511e-07 0 22417.2 22417.2 10.25 219.409
2 138 15.5369 1.89924e-21 0 0 1.89924e-21 16.2691 0 0 2.4423e-10 4.76547e-07 0 22417.2 22417.2 10.25 229.75
2 139 16.2691 1.67078e-22 0 0 1.67078e-22 17.0358 0 0 2.22742e-11 4.76486e-07 0 22417.2 22417.2 10.25 240.577
2 140 17.0358 1.31339e-23 0 0 1.31339e-23 17.8387 0 0 1.81464e-12 4.76334e-07 0 22417.2 22417.2 10.25 251.915
2 141 17.8387 9.17695e-25 0 0 9.17695e-25 18.6794 0 0 1.31358e-13 4.76095e-07 0 22417.2 22417.2 10.25 263.788
2 142 18.6794 5.66785e-26 0 0 5.66785e-26 19.5598 0 0 8.40196e-15 4.75776e-07 0 22417.2 22417.2 10.25 276.22
2 143 19.5598 3.07628e-27 0 0 3.07628e-27 20.4816 0 0 4.72095e-16 4.75384e-07 0 22417.2 22417.2 10.25 289.238
2 144 20.4816 1.45839e-28 0 0 1.45839e-28 21.4469 0 0 2.31607e-17 4.74924e-07 0 22417.2 22417.2 10.25 302.869
2 145 21.4469 6.00049e-30 0 0 6.00049e-30 22.4576 0 0 9.85752e-19 4.74402e-07 0 22417.2 22417.2 10.25 317.143
2 146 22.4576 2.12845e-31 0 0 2.12845e-31 23.516 0 0 3.61553e-20 4.73827e-07 0 22417.2 22417.2 10.25 332.089
2 147 23.516 6.46345e-33 0 0 6.46345e-33 24.6243 0 0 1.1348e-21 4.73202e-07 0 22417.2 22417.2 10.25 347.74
2 148 24.6243 1.66802e-34 0 0 1.66802e-34 25.7848 0 0 3.02566e-23 4.72536e-07 0 22417.2 22417.2 10.25 364.128
2 149 25.7848 3.6303e-36 0 0 3.6303e-36 27 0 0 6.80043e-25 4.71834e-07 0 22417.2 22417.2 10.25 381.289
2 150 27 6.60991e-38 0 0 6.60991e-38 28.2725 0 0 1.27812e-26 4.71102e-07 0 22417.2 22417.2 10.25 399.259
2 151 28.2725 9.98393e-40 0 0 9.98393e-40 29.6049 0 0 1.99188e-28 4.70346e-07 0 22417.2 22417.2 10.25 418.075
2 152 29.6049 1.24003e-41 0 0 1.24003e-41 31.0001 0 0 2.55141e-30 4.69571e-07 0 22417.2 22417.2 10.25 437.779
2 153 31.0001 1.25481e-43 0 0 1.25481e-43 32.4611 0 0 2.66138e-32 4.68783e-07 0 22417.2 22417.2 10.25 458.411
2 154 32.4611 1.02456e-45 0 0 1.02456e-45 33.991 0 0 2.23893e-34 4.67988e-07 0 22417.2 22417.2 10.25 480.015
2 155 33.991 6.68213e-48 0 0 6.68213e-48 35.5929 0 0 1.50376e-36 4.67189e-07 0 22417.2 22417.2 10.25 502.637
2 156 35.5929 3.44432e-50 0 0 3.44432e-50 37.2704 0 0 7.97836e-39 4.66392e-07 0 22417.2 22417.2 10.25 526.326
2 157 37.2704 1.38766e-52 0 0 1.38766e-52 39.0269 0 0 3.30688e-41 4.65602e-07 0 22417.2 22417.2 10.25 551.131
2 158 39.0269 4.31916e-55 0 0 4.31916e-55 40.8662 0 0 1.05837e-43 4.64821e-07 0 22417.2 22417.2 10.25 577.105
2 159 40.8662 1.02605e-57 0 0 1.02605e-57 42.7921 0 0 2.58396e-46 4.64053e-07 0 22417.2 22417.2 10.25 604.303
2 160 42.7921 1.83675e-60 0 0 1.83675e-60 44.8088 0 0 4.75133e-49 4.63303e-07 0 22417.2 22417.2 10.25 632.783
2 161 44.8088 2.44482e-63 0 0 2.44482e-63 46.9206 0 0 6.4927e-52 4.62573e-07 0 22417.2 22417.2 10.25 662.605
2 162 46.9206 2.38608e-66 0 0 2.38608e-66 49.1319 0 0 6.50192e-55 4.61866e-07 0 22417.2 22417.2 10.25 693.833
2 163 49.1319 1.6827e-69 0 0 1.6827e-69 51.4474 0 0 4.7022e-58 4.61184e-07 0 22417.2 22417.2 10.25 726.532
2 164 51.4474 8.44411e-73 0 0 8.44411e-73 53.8721 0 0 2.41848e-61 4.6053e-07 0 22417.2 22417.2 10.25 760.772
2 165 53.8721 2.96723e-76 0 0 2.96723e-76 56.411 0 0 8.7054e-65 4.59905e-07 0 22417.2 22417.2 10.25 796.626
2 166 56.411 7.17957e-80 0 0 7.17957e-80 59.0696 0 0 2.15643e-68 4.5931e-07 0 22417.2 22417.2 10.25 834.17
2 167 59.0696 1.1753e-83 0 0 1.1753e-83 61.8534 0 0 3.6119e-72 4.58748e-07 0 22417.2 22417.2 10.25 873.483
2 168 61.8534 1.27789e-87 0 0 1.27789e-87 64.7685 0 0 4.01585e-76 4.58218e-07 0 22417.2 22417.2 10.25 914.649
2 169 64.7685 9.05217e-92 0 0 9.05217e-92 67.8209 0 0 2.9072e-80 4.57721e-07 0 22417.2 22417.2 10.25 957.755
2 170 67.8209 4.09394e-96 0 0 4.09394e-96 71.0172 0 0 1.34291e-84 4.57258e-07 0 22417.2 22417.2 10.25 1002.89
2 171 71.0172 1.15736e-100 0 0 1.15736e-100 74.3642 0 0 3.87521e-89 4.56828e-07 0 22417.2 22417.2 10.25 1050.16
2 172 74.3642 2.00034e-105 0 0 2.00034e-105 77.8689 0 0 6.8327e-94 4.5643e-07 0 22417.2 22417.2 10.25 1099.65
2 173 77.8689 2.06523e-110 0 0 2.06523e-110 81.5387 0 0 7.19207e-99 4.56065e-07 0 22417.2 22417.2 10.25 1151.48
2 174 81.5387 1.24308e-115 0 0 1.24308e-115 85.3815 0 0 4.41085e-104 4.5573e-07 0 22417.2 22417.2 10.25 1205.74
2 175 85.3815 4.25255e-121 0 0 4.25255e-121 89.4054 0 0 1.53653e-109 4.55426e-07 0 22417.2 22417.2 10.25 1262.57
2 176 89.4054 8.05073e-127 0 0 8.05073e-127 93.6189 0 0 2.96028e-115 4.5515e-07 0 22417.2 22417.2 10.25 1322.07
2 177 93.6189 8.20234e-133 0 0 8.20234e-133 98.0311 0 0 3.06743e-121 4.54901e-07 0 22417.2 22417.2 10.25 1384.38
2 178 98.0311 4.36779e-139 0 0 4.36779e-139 102.651 0 0 1.66025e-127 4.54678e-07 0 22417.2 22417.2 10.25 1449.62
2 179 102.651 1.179e-145 0 0 1.179e-145 107.489 0 0 4.55236e-134 4.54479e-07 0 22417.2 22417.2 10.25 1517.94
2 180 107.489 1.56235e-152 0 0 1.56235e-152 112.555 0 0 6.12414e-141 4.54303e-07 0 22417.2 22417.2 10.25 1589.48
2 181 112.555 9.82826e-160 0 0 9.82826e-160 117.859 0 0 3.90863e-148 4.54147e-07 0 22417.2 22417.2 10.25 1664.39
2 182 117.859 2.83365e-167 0 0 2.83365e-167 123.414 0 0 1.14265e-155 4.54011e-07 0 22417.2 22417.2 10.25 1742.83
2 183 123.414 3.60916e-175 0 0 3.60916e-175 129.23 0 0 1.47479e-163 4.53892e-07 0 22417.2 22417.2 10.25 1824.97
2 184 129.23 1.95397e-183 0 0 1.95397e-183 135.321 0 0 8.08612e-172 4.53789e-07 0 22417.2 22417.2 10.25 1910.97
2 185 135.321 4.31878e-192 0 0 4.31878e-192 141.698 0 0 1.80893e-180 4.53701e-07 0 22417.2 22417.2 10.25 2001.03
2 186 141.698 3.73579e-201 0 0 3.73579e-201 148.376 0 0 1.58281e-189 4.53625e-07 0 22417.2 22417.2 10.25 2095.34
2 187 148.376 1.20994e-210 0 0 1.20994e-210 155.369 0 0 5.18255e-199 4.53562e-07 0 22417.2 22417.2 10.25 2194.09
2 188 155.369 1.40084e-220 0 0 1.40084e-220 162.691 0 0 6.06248e-209 4.53508e-07 0 22417.2 22417.2 10.25 2297.5
2 189 162.691 5.52312e-231 0 0 5.52312e-231 170.358 0 0 2.41369e-219 4.53464e-07 0 22417.2 22417.2 10.25 2405.77
2 190 170.358 7.04834e-242 0 0 7.04834e-242 178.387 0 0 3.10868e-230 4.53428e-07 0 22417.2 22417.2 10.25 2519.15
2 191 178.387 2.76054e-253 0 0 2.76054e-253 186.794 0 0 1.22811e-241 4.53399e-07 0 22417.2 22417.2 10.25 2637.88
2 192 186.794 3.13842e-265 0 0 3.13842e-265 195.598 0 0 1.40759e-253 4.53375e-07 0 22417.2 22417.2 10.25 2762.2
2 193 195.598 9.77031e-278 0 0 9.77031e-278 204.816 0 0 4.41532e-266 4.53358e-07 0 22417.2 22417.2 10.25 2892.38
2 194 204.816 7.83533e-291 0 0 7.83533e-291 214.469 0 0 3.56596e-279 4.53344e-07 0 22417.2 22417.2 10.25 3028.69
2 195 214.469 1.51838e-304 0 0 1.51838e-304 224.576 0 0 6.9558e-293 4.53334e-07 0 22417.2 22417.2 10.25 3171.43
2 196 224.576 6.64973e-319 0 0 6.64973e-319 235.16 0 0 3.06479e-307 4.53327e-07 0 22417.2 22417.2 10.25 3320.89
2 197 235.16 0 0 0 0 246.243 0 0 0 0 0 22417.2 22417.2 10.25 3477.4
2 198 246.243 0 0 0 0 257.848 0 0 0 0 0 22417.2 22417.2 10.25 3641.28
2 199 257.848 0 0 0 0 270 0 0 0 0 0 22417.2 22417.2 10.25 3812.89
1.5 0 0.027 210.009 1.15772 0 210.009 0.0282725 0 0 2.14157e+12 4.34652e-05 4.49856e-05 255.805 37323.1 10.25 0.322001
1.5 1 0.0282725 210.106 1.14809 0 210.106 0.0296049 0 0 2.13479e+12 4.34357e-05 4.49836e-05 533.957 37323.1 10.25 0.337177
1.5 2 0.0296049 210.21 1.13851 0 210.21 0.0310001 0 0 2.12772e+12 4.3404e-05 4.4997e-05 836.401 37323.1 10.25 0.353068
1.5 3 0.0310001 210.324 1.12793 0 210.324 0.0324611 0 0 2.12034e+12 4.33697e-05 4.49749e-05 1164.94 37323.1 10.25 0.369707
1.5 4 0.0324611 210.446 1.1178 0 210.446 0.033991 0 0 2.11264e+12 4.3333e-05 4.49695e-05 1521.94 37323.1 10.25 0.387131
1.5 5 0.033991 210.541 1.10616 0 210.541 0.0355929 0 0 2.10461e+12 4.33027e-05 4.49534e-05 1909.31 37323.1 10.25 0.405376
1.5 6 0.0355929 210.631 1.09498 0 210.631 0.0372704 0 0 2.09623e+12 4.32736e-05 4.49414e-05 2329.76 37323.1 10.25 0.424481
1.5 7 0.0372704 210.735 1.08306 0 210.735 0.0390269 0 0 2.08749e+12 4.32407e-05 4.49349e-05 2785.75 37323.1 10.25 0.444486
1.5 8 0.0390269 210.865 1.07084 0 210.865 0.0408662 0 0 2.07838e+12 4.32014e-05 4.49096e-05 3280.1 37323.1 10.25 0.465434
1.5 9 0.0408662 211.018 1.05825 0 211.018 0.0427921 0 0 2.06889e+12 4.31557e-05 4.48755e-05 3815.77 37323.1 10.25 0.487369
1.5 10 0.0427921 211.181 1.04621 0 211.181 0.0448088 0 0 2.05899e+12 4.31071e-05 4.48761e-05 4396.43 37323.1 10.25 0.510338
1.5 11 0.0448088 208.181 1.03801 0 208.181 0.0469206 0 0 2.04867e+12 4.38066e-05 4.47963e-05 5028.12 37323.1 10.25 0.534389
1.5 12 0.0469206 211.312 1.01859 0 211.312 0.0491319 0 0 2.03793e+12 4.30542e-05 4.47759e-05 5707.81 37323.1 10.25 0.559574
1.5 13 0.0491319 211.295 1.00417 0 211.295 0.0514474 0 0 2.02674e+12 4.30507e-05 4.47367e-05 6442.52 37323.1 10.25 0.585946
1.5 14 0.0514474 211.637 0.988349 0 211.637 0.0538721 0 0 2.01509e+12 4.29631e-05 4.46569e-05 7235.41 37323.1 10.25 0.613561
1.5 15 0.0538721 211.821 0.974841 0 211.821 0.056411 0 0 2.00296e+12 4.29073e-05 4.46362e-05 8092.93 37323.1 10.25 0.642477
1.5 16 0.056411 212.19 0.960472 0 212.19 0.0590696 0 0 1.99033e+12 4.28078e-05 4.45739e-05 9019.31 37323.1 10.25 0.672756
1.5 17 0.0590696 323.968 0.80527 0 323.968 0.0618534 0 0 1.9772e+12 7.39968e-06 5.16396e-05 9870.93 37323.1 10.25 0.704462
1.5 18 0.0618534 306.629 0.810347 0 306.629 0.0647685 0 0 1.96354e+12 5.84574e-06 5.26026e-05 10810.6 37323.1 10.25 0.737663
1.5 19 0.0647685 206.819 0.927737 0 206.819 0.0678209 0 0 1.94934e+12 4.41494e-05 4.56853e-05 11990.2 37323.1 10.25 0.772428
1.5 20 0.0678209 269.178 0.846623 0 269.178 0.0710172 0 0 1.93458e+12 1.17145e-06 5.91327e-05 13170.5 37323.1 10.25 0.808831
1.5 21 0.0710172 261.843 0.815617 0 261.843 0.0743642 0 0 1.91924e+12 2.72534e-05 4.59073e-05 14417.3 37323.1 10.25 0.84695
1.5 22 0.0743642 230.869 0.915032 0 230.869 0.0778689 0 0 1.90331e+12 1.3989e-06 6.73034e-05 15951 37323.1 10.25 0.886865
1.5 23 0.0778689 212.043 0.94338 0 212.043 0.0815387 0 0 1.88677e+12 1.42511e-06 6.57797e-05 17684.8 37323.1 10.25 0.928662
1.5 24 0.0815387 177.338 0.909397 0 177.338 0.0853815 0 0 1.86961e+12 5.20601e-05 5.06243e-05 19517.4 37323.1 10.25 0.972429
1.5 25 0.0853815 166.926 1.01827 0 166.926 0.0894054 0 0 1.85181e+12 1.93121e-06 8.41108e-05 21767.3 37323.1 10.25 1.01826
1.5 26 0.0894054 148.256 0.9696 0 148.256 0.0936189 0 0 1.83334e+12 2.50438e-06 9.61332e-05 24116.4 37323.1 10.25 1.06625
1.5 27 0.0936189 115.139 0.994292 0 115.139 0.0980311 0 0 1.81421e+12 8.50688e-05 5.63433e-05 26757.7 37323.1 10.25 1.1165
1.5 28 0.0980311 98.7486 1.13781 0 98.7486 0.102651 0 0 1.79439e+12 3.08786e-06 9.24128e-05 30071.9 37323.1 10.25 1.16912
1.5 29 0.102651 66.8322 1.21212 0 66.8322 0.107489 0 0 1.77386e+12 4.32991e-06 9.63033e-05 33943.1 37323.1 10.25 1.22422
1.5 30 0.107489 638.556 0.194052 0.959567 637.597 0.112555 3.46936e+12 4.22797e+11 1.75262e+12 1.32242e-05 6.73801e-06 34622.7 37323.1 10.25 1.28191
1.5 31 0.112555 638.592 0.168356 0.983283 637.609 0.117859 0 0 1.73065e+12 1.16144e-05 5.812e-06 35269.1 37323.1 10.25 1.34233
1.5 32 0.117859 638.761 0.141183 1.09643 637.665 0.123414 7.14211e+11 8.7038e+10 1.70794e+12 9.90472e-06 4.89036e-06 35863.5 37323.1 10.25 1.40559
1.5 33 0.123414 638.797 0.113888 1.11995 637.677 0.12923 0 0 1.68448e+12 8.11932e-06 3.94399e-06 36389.3 37323.1 10.25 1.47183
1.5 34 0.12923 638.593 0.0864152 0.984274 637.609 0.135321 0 0 1.66026e+12 6.26876e-06 2.96987e-06 36826.7 37323.1 10.25 1.5412
1.5 35 0.135321 638.657 0.0578918 1.02684 637.63 0.141698 0 0 1.63527e+12 4.29818e-06 1.99194e-06 37148 37323.1 10.25 1.61383
1.5 36 0.141698 638.579 0.0287667 0.974819 637.605 0.148376 0 0 1.6095e+12 2.24723e-06 1.0239e-06 37323.1 37323.1 10.25 1.68989
1.5 37 0.148376 636.981 0 0 636.981 0.155369 0 0 1.58296e+12 2.45682e-07 0 37323.1 37323.1 10.25 1.76953
1.5 38 0.155369 613.712 0 0 613.712 0.162691 0 0 1.55564e+12 2.49379e-07 0 37323.1 37323.1 10.25 1.85292
1.5 39 0.162691 590.509 0 0 590.509 0.170358 0 0 1.52753e+12 2.53205e-07 0 37323.1 37323.1 10.25 1.94025
1.5 40 0.170358 567.406 0 0 567.406 0.178387 0 0 1.49864e+12 2.57163e-07 0 37323.1 37323.1 10.25 2.03169
1.5 41 0.178387 544.437 0 0 544.437 0.186794 0 0 1.46898e+12 2.61256e-07 0 37323.1 37323.1 10.25 2.12744
1.5 42 0.186794 521.635 0 0 521.635 0.195598 0 0 1.43854e+12 2.65487e-07 0 37323.1 37323.1 10.25 2.22771
1.5 43 0.195598 499.035 0 0 499.035 0.204816 0 0 1.40735e+12 2.6986e-07 0 37323.1 37323.1 10.25 2.33269
1.5 44 0.204816 476.671 0 0 476.671 0.214469 0 0 1.37541e+12 2.74376e-07 0 37323.1 37323.1 10.25 2.44263
1.5 45 0.214469 454.577 0 0 454.577 0.224576 0 0 1.34275e+12 2.79039e-07 0 37323.1 37323.1 10.25 2.55775
1.5 46 0.224576 432.786 0 0 432.786 0.23516 0 0 1.30937e+12 2.83851e-07 0 37323.1 37323.1 10.25 2.67829
1.5 47 0.23516 411.333 0 0 411.333 0.246243 0 0 1.27532e+12 2.88814e-07 0 37323.1 37323.1 10.25 2.80451
1.5 48 0.246243 390.25 0 0 390.25 0.257848 0 0 1.2406e+12 2.93931e-07 0 37323.1 37323.1 10.25 2.93669
1.5 49 0.257848 369.568 0 0 369.568 0.27 0 0 1.20526e+12 2.99204e-07 0 37323.1 37323.1 10.25 3.07509
1.5 50 0.27 349.319 0 0 349.319 0.282725 0 0 1.16934e+12 3.04634e-07 0 37323.1 37323.1 10.25 3.22001
1.5 51 0.282725 329.533 0 0 329.533 0.296049 0 0 1.13287e+12 3.10222e-07 0 37323.1 37323.1 10.25 3.37177
1.5 52 0.296049 310.237 0 0 310.237 0.310001 0 0 1.0959e+12 3.1597e-07 0 37323.1 37323.1 10.25 3.53068
1.5 53 0.310001 291.459 0 0 291.459 0.324611 0 0 1.05848e+12 3.21877e-07 0 37323.1 37323.1 10.25 3.69707
1.5 54 0.324611 273.224 0 0 273.224 0.33991 0 0 1.02066e+12 3.27946e-07 0 37323.1 37323.1 10.25 3.87131
1.5 55 0.33991 255.555 0 0 255.555 0.355929 0 0 9.82509e+11 3.34174e-07 0 37323.1 37323.1 10.25 4.05376
