#z i RadiusInner RadiusOuter RadiusIso SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic SDensitySFR  SDensityOFR SDensityCAR StellarAge MetallicityCold MetallicityStar MassProfStar MassStar MassHalo
3 87 1.7311 1.81269 1.72507 126.368 16.3506 116.9 9.46836 5.09022e+13 3.48798e+12 4.21409e+12 -0.524924 0.00206249 0.00119292 5.49578e+08 6.87816e+08 1.53804e+11
3 88 1.81269 1.89812 1.80637 118.581 14.4034 109.06 9.52103 4.64928e+13 3.18583e+12 3.87675e+12 -0.538007 0.00204447 0.00117352 5.63923e+08 6.87816e+08 1.53804e+11
3 89 1.89812 1.98757 1.8915 111.017 12.6101 101.437 9.57981 4.23046e+13 2.89884e+12 3.55243e+12 -0.551329 0.00202461 0.0011509 5.77693e+08 6.87816e+08 1.53804e+11
3 90 1.98757 2.08125 1.98064 103.527 10.963 93.8611 9.66637 3.82424e+13 2.62049e+12 3.24186e+12 -0.564083 0.0019973 0.00112689 5.9082e+08 6.87816e+08 1.53804e+11
3 91 2.08125 2.17933 2.07399 95.8056 9.47913 86.0329 9.77277 3.41471e+13 2.33987e+12 2.94571e+12 -0.57618 0.00196454 0.00110435 6.03265e+08 6.87816e+08 1.53804e+11
3 92 2.17933 2.28204 2.17173 87.2547 8.19706 77.4284 9.82638 2.97585e+13 2.03915e+12 2.66456e+12 -0.587184 0.00194333 0.00108491 6.15065e+08 6.87816e+08 1.53804e+11
3 93 2.28204 2.38959 2.27408 78.085 7.09796 68.3223 9.76273 2.68805e+13 1.84194e+12 2.39888e+12 -0.600506 0.00194839 0.00106603 6.26269e+08 6.87816e+08 1.53804e+11
3 94 2.38959 2.50221 2.38126 70.0034 6.08926 60.2859 9.71749 2.4595e+13 1.68532e+12 2.14903e+12 -0.61467 0.00194802 0.00104099 6.36807e+08 6.87816e+08 1.53804e+11
3 95 2.50221 2.62013 2.49348 63.004 5.16454 53.2892 9.71477 2.2517e+13 1.54294e+12 1.91524e+12 -0.628497 0.00193623 0.00100826 6.46608e+08 6.87816e+08 1.53804e+11
3 96 2.62013 2.74362 2.611 57.0482 4.31734 47.2658 9.78246 2.06459e+13 1.41472e+12 1.69765e+12 -0.643311 0.00190649 0.000966303 6.55592e+08 6.87816e+08 1.53804e+11
3 97 2.74362 2.87292 2.73405 52.1281 3.53969 42.1626 9.96553 1.89823e+13 1.30072e+12 1.49625e+12 -0.66005 0.00184959 0.00091305 6.63667e+08 6.87816e+08 1.53804e+11
3 98 2.87292 3.00832 2.8629 48.1657 2.82559 37.8362 10.3295 1.74913e+13 1.19856e+12 1.31091e+12 -0.679101 0.00175514 0.000847567 6.70736e+08 6.87816e+08 1.53804e+11
3 99 3.00832 3.15009 2.99782 45.0643 2.17039 34.09 10.9743 1.61086e+13 1.10381e+12 1.1414e+12 -0.702023 0.0016135 0.000769616 6.76689e+08 6.87816e+08 1.53804e+11
3 100 3.15009 3.29855 3.13911 42.7464 1.56939 30.6692 12.0772 1.47296e+13 1.00932e+12 9.87345e+11 -0.735345 0.00141676 0.000679236 6.8141e+08 6.87816e+08 1.53804e+11
3 101 3.29855 3.45401 3.28705 40.9765 1.0263 27.0438 13.9327 1.31185e+13 8.98921e+11 8.48265e+11 -0.788809 0.00116742 0.000580422 6.84794e+08 6.87816e+08 1.53804e+11
3 102 3.45401 3.61679 3.44196 39.2444 0.56224 22.2693 16.9751 1.08368e+13 7.42574e+11 7.23581e+11 -0.89811 0.00088845 0.000484314 6.86827e+08 6.87816e+08 1.53804e+11
3 103 3.61679 3.78724 3.60418 36.8435 0.214115 15.1945 21.649 7.32569e+12 5.01979e+11 6.12616e+11 -1.17256 0.000622521 0.000413005 6.87676e+08 6.87816e+08 1.53804e+11
3 104 3.78724 3.96573 3.77404 32.7925 0.0321356 6.28429 26.5082 2.89905e+12 1.98652e+11 5.14615e+11 -2.23826 0.00044101 0.000448186 6.87816e+08 6.87816e+08 1.53804e+11
3 105 3.96573 4.15263 3.9519 27.0664 0 0.0910249 26.9754 0 0 4.28754e+11 nan 0.000389882 0 6.87816e+08 6.87816e+08 1.53804e+11
3 106 4.15263 4.34834 4.13815 21.525 0 0 21.525 0 0 3.54159e+11 nan 0.000394142 0 6.87816e+08 6.87816e+08 1.53804e+11
3 107 4.34834 4.55327 4.33317 16.962 0 0 16.962 0 0 2.89919e+11 nan 0.000398368 0 6.87816e+08 6.87816e+08 1.53804e+11
3 108 4.55327 4.76786 4.53739 13.2389 0 0 13.2389 0 0 2.35102e+11 nan 0.000402556 0 6.87816e+08 6.87816e+08 1.53804e+11
3 109 4.76786 4.99256 4.75123 10.2301 0 0 10.2301 0 0 1.88777e+11 nan 0.000406702 0 6.87816e+08 6.87816e+08 1.53804e+11
3 110 4.99256 5.22785 4.97515 7.82266 0 0 7.82266 0 0 1.5002e+11 nan 0.000410805 0 6.87816e+08 6.87816e+08 1.53804e+11
3 111 5.22785 5.47423 5.20962 5.91658 0 0 5.91658 0 0 1.17936e+11 nan 0.00041486 0 6.87816e+08 6.87816e+08 1.53804e+11
3 112 5.47423 5.73223 5.45514 4.42393 0 0 4.42393 0 0 9.16678e+10 nan 0.000418867 0 6.87816e+08 6.87816e+08 1.53804e+11
3 113 5.73223 6.00238 5.71224 3.26842 0 0 3.26842 0 0 7.04095e+10 nan 0.000422821 0 6.87816e+08 6.87816e+08 1.53804e+11
3 114 6.00238 6.28526 5.98145 2.38462 0 0 2.38462 0 0 5.34128e+10 nan 0.000426722 0 6.87816e+08 6.87816e+08 1.53804e+11
3 115 6.28526 6.58148 6.26334 1.71711 0 0 1.71711 0 0 3.99949e+10 nan 0.000430566 0 6.87816e+08 6.87816e+08 1.53804e+11
3 116 6.58148 6.89165 6.55852 1.21959 0 0 1.21959 0 0 2.95421e+10 nan 0.000434352 0 6.87816e+08 6.87816e+08 1.53804e+11
3 117 6.89165 7.21645 6.86762 0.853865 0 0 0.853865 0 0 2.15119e+10 nan 0.000438077 0 6.87816e+08 6.87816e+08 1.53804e+11
3 118 7.21645 7.55655 7.19128 0.588889 0 0 0.588889 0 0 1.54321e+10 nan 0.00044174 0 6.87816e+08 6.87816e+08 1.53804e+11
3 119 7.55655 7.91268 7.53019 0.399801 0 0 0.399801 0 0 1.08986e+10 nan 0.00044534 0 6.87816e+08 6.87816e+08 1.53804e+11
3 120 7.91268 8.28559 7.88508 0.266995 0 0 0.266995 0 0 7.57179e+09 nan 0.000448874 0 6.87816e+08 6.87816e+08 1.53804e+11
3 121 8.28559 8.67608 8.25669 0.175258 0 0 0.175258 0 0 5.17097e+09 nan 0.000452341 0 6.87816e+08 6.87816e+08 1.53804e+11
3 122 8.67608 9.08497 8.64582 0.112985 0 0 0.112985 0 0 3.46848e+09 nan 0.000455741 0 6.87816e+08 6.87816e+08 1.53804e+11
3 123 9.08497 9.51313 9.05328 0.0714769 0 0 0.0714769 0 0 2.28314e+09 nan 0.000459072 0 6.87816e+08 6.87816e+08 1.53804e+11
3 124 9.51313 9.96147 9.47995 0.0443335 0 0 0.0443335 0 0 1.47356e+09 nan 0.000462333 0 6.87816e+08 6.87816e+08 1.53804e+11
3 125 9.96147 10.4309 9.92673 0.0269351 0 0 0.0269351 0 0 9.31624e+08 nan 0.000465524 0 6.87816e+08 6.87816e+08 1.53804e+11
3 126 10.4309 10.9225 10.3946 0.0160143 0 0 0.0160143 0 0 5.76407e+08 nan 0.000468644 0 6.87816e+08 6.87816e+08 1.53804e+11
3 127 10.9225 11.4373 10.8844 0.00930802 0 0 0.00930802 0 0 3.4865e+08 nan 0.000471692 0 6.87816e+08 6.87816e+08 1.53804e+11
3 128 11.4373 11.9763 11.3974 0.00528336 0 0 0.00528336 0 0 2.0595e+08 nan 0.000474668 0 6.87816e+08 6.87816e+08 1.53804e+11
3 129 11.9763 12.5407 11.9346 0.00292539 0 0 0.00292539 0 0 1.18675e+08 nan 0.000477572 0 6.87816e+08 6.87816e+08 1.53804e+11
3 130 12.5407 13.1318 12.497 0.00157824 0 0 0.00157824 0 0 6.66303e+07 nan 0.000480404 0 6.87816e+08 6.87816e+08 1.53804e+11
3 131 13.1318 13.7507 13.086 0.000828616 0 0 0.000828616 0 0 3.64058e+07 nan 0.000483163 0 6.87816e+08 6.87816e+08 1.53804e+11
3 132 13.7507 14.3987 13.7027 0.000422832 0 0 0.000422832 0 0 1.9333e+07 nan 0.00048585 0 6.87816e+08 6.87816e+08 1.53804e+11
3 133 14.3987 15.0773 14.3485 0.000209429 0 0 0.000209429 0 0 9.96488e+06 nan 0.000488466 0 6.87816e+08 6.87816e+08 1.53804e+11
3 134 15.0773 15.7879 15.0247 0.000100544 0 0 0.000100544 0 0 4.97829e+06 nan 0.00049101 0 6.87816e+08 6.87816e+08 1.53804e+11
3 135 15.7879 16.5319 15.7328 4.67185e-05 0 0 4.67185e-05 0 0 2.40705e+06 nan 0.000493483 0 6.87816e+08 6.87816e+08 1.53804e+11
3 136 16.5319 17.311 16.4743 2.09783e-05 0 0 2.09783e-05 0 0 1.12465e+06 nan 0.000495885 0 6.87816e+08 6.87816e+08 1.53804e+11
