#z i RadiusInner RadiusOuter RadiusIso SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic SDensitySFR  SDensityOFR SDensityCAR StellarAge MetallicityCold MetallicityStar MassProfStar MassStar MassHalo
3 0 0.0146214 0.0153105 0.891015 3917.17 0 0 3917.17 0 0 6.3995e+12 nan 0 0 0 0 2.02981e+10
3 1 0.0153105 0.0160321 0.933007 3899.41 0 0 3899.41 0 0 6.39064e+12 nan 0 0 0 0 2.02981e+10
3 2 0.0160321 0.0167877 0.976978 3880.96 0 0 3880.96 0 0 6.38139e+12 nan 0 0 0 0 2.02981e+10
3 3 0.0167877 0.0175788 1.02302 3861.81 0 0 3861.81 0 0 6.37171e+12 nan 0 0 0 0 2.02981e+10
3 4 0.0175788 0.0184073 1.07124 3841.92 0 0 3841.92 0 0 6.36159e+12 nan 0 0 0 0 2.02981e+10
3 5 0.0184073 0.0192748 1.12172 3821.29 0 0 3821.29 0 0 6.35102e+12 nan 0 0 0 0 2.02981e+10
3 6 0.0192748 0.0201832 1.17459 3799.88 0 0 3799.88 0 0 6.33996e+12 nan 0 0 0 0 2.02981e+10
3 7 0.0201832 0.0211344 1.22994 3777.69 0 0 3777.69 0 0 6.3284e+12 nan 0 0 0 0 2.02981e+10
3 8 0.0211344 0.0221304 1.28791 3754.68 0 0 3754.68 0 0 6.31632e+12 nan 0 0 0 0 2.02981e+10
3 9 0.0221304 0.0231734 1.34861 3730.85 0 0 3730.85 0 0 6.3037e+12 nan 0 0 0 0 2.02981e+10
3 10 0.0231734 0.0242655 1.41216 3706.17 0 0 3706.17 0 0 6.2905e+12 nan 0 0 0 0 2.02981e+10
3 11 0.0242655 0.0254091 1.47872 3680.62 0 0 3680.62 0 0 6.27672e+12 nan 0 0 0 0 2.02981e+10
3 12 0.0254091 0.0266066 1.54841 3654.18 0 0 3654.18 0 0 6.26232e+12 nan 0 0 0 0 2.02981e+10
3 13 0.0266066 0.0278606 1.62138 3626.84 0 0 3626.84 0 0 6.24727e+12 nan 0 0 0 0 2.02981e+10
3 14 0.0278606 0.0291736 1.69779 3598.58 0 0 3598.58 0 0 6.23156e+12 nan 0 0 0 0 2.02981e+10
3 15 0.0291736 0.0305485 1.77781 3569.38 0 0 3569.38 0 0 6.21514e+12 nan 0 0 0 0 2.02981e+10
3 16 0.0305485 0.0319882 1.86159 3539.24 0 0 3539.24 0 0 6.198e+12 nan 0 0 0 0 2.02981e+10
3 17 0.0319882 0.0334958 1.94933 3508.12 0 0 3508.12 0 0 6.1801e+12 nan 0 0 0 0 2.02981e+10
3 18 0.0334958 0.0350744 2.0412 3476.03 0 0 3476.03 0 0 6.16142e+12 nan 0 0 0 0 2.02981e+10
3 19 0.0350744 0.0367274 2.1374 3442.94 0 0 3442.94 0 0 6.14191e+12 nan 0 0 0 0 2.02981e+10
3 20 0.0367274 0.0384583 2.23813 3408.85 0 0 3408.85 0 0 6.12155e+12 nan 0 0 0 0 2.02981e+10
3 21 0.0384583 0.0402708 2.34361 3373.75 0 0 3373.75 0 0 6.1003e+12 nan 0 0 0 0 2.02981e+10
3 22 0.0402708 0.0421687 2.45406 3337.63 0 0 3337.63 0 0 6.07814e+12 nan 0 0 0 0 2.02981e+10
3 23 0.0421687 0.044156 2.56971 3300.49 0 0 3300.49 0 0 6.05501e+12 nan 0 0 0 0 2.02981e+10
3 24 0.044156 0.046237 2.69082 3262.31 0 0 3262.31 0 0 6.03088e+12 nan 0 0 0 0 2.02981e+10
3 25 0.046237 0.0484161 2.81764 3223.1 0 0 3223.1 0 0 6.00573e+12 nan 0 0 0 0 2.02981e+10
3 26 0.0484161 0.0506979 2.95043 3182.86 0 0 3182.86 0 0 5.9795e+12 nan 0 0 0 0 2.02981e+10
3 27 0.0506979 0.0530872 3.08948 3141.58 0 0 3141.58 0 0 5.95215e+12 nan 0 0 0 0 2.02981e+10
3 28 0.0530872 0.0555891 3.23508 3099.28 0 0 3099.28 0 0 5.92366e+12 nan 0 0 0 0 2.02981e+10
3 29 0.0555891 0.058209 3.38754 3055.95 0 0 3055.95 0 0 5.89396e+12 nan 0 0 0 0 2.02981e+10
3 30 0.058209 0.0609523 3.54719 3011.6 0 0 3011.6 0 0 5.86303e+12 nan 0 0 0 0 2.02981e+10
3 31 0.0609523 0.0638249 3.71437 2966.25 0 0 2966.25 0 0 5.83081e+12 nan 0 0 0 0 2.02981e+10
3 32 0.0638249 0.0668329 3.88942 2919.9 0 0 2919.9 0 0 5.79726e+12 nan 0 0 0 0 2.02981e+10
3 33 0.0668329 0.0699826 4.07272 2872.58 0 0 2872.58 0 0 5.76234e+12 nan 0 0 0 0 2.02981e+10
3 34 0.0699826 0.0732808 4.26466 2824.29 0 0 2824.29 0 0 5.726e+12 nan 0 0 0 0 2.02981e+10
3 35 0.0732808 0.0767344 4.46565 2775.07 0 0 2775.07 0 0 5.68819e+12 nan 0 0 0 0 2.02981e+10
3 36 0.0767344 0.0803508 4.67611 2724.92 0 0 2724.92 0 0 5.64886e+12 nan 0 0 0 0 2.02981e+10
3 37 0.0803508 0.0841376 4.89649 2673.89 0 0 2673.89 0 0 5.60798e+12 nan 0 0 0 0 2.02981e+10
3 38 0.0841376 0.0881029 5.12725 2621.98 0 0 2621.98 0 0 5.56548e+12 nan 0 0 0 0 2.02981e+10
3 39 0.0881029 0.092255 5.36889 2569.25 0 0 2569.25 0 0 5.52133e+12 nan 0 0 0 0 2.02981e+10
3 40 0.092255 0.0966029 5.62192 2515.71 0 0 2515.71 0 0 5.47547e+12 nan 0 0 0 0 2.02981e+10
3 41 0.0966029 0.101156 5.88688 2461.41 0 0 2461.41 0 0 5.42786e+12 nan 0 0 0 0 2.02981e+10
3 42 0.101156 0.105923 6.16432 2406.38 0 0 2406.38 0 0 5.37845e+12 nan 0 0 0 0 2.02981e+10
3 43 0.105923 0.110915 6.45483 2350.67 0 0 2350.67 0 0 5.32719e+12 nan 0 0 0 0 2.02981e+10
3 44 0.110915 0.116142 6.75904 2294.33 0 0 2294.33 0 0 5.27404e+12 nan 0 0 0 0 2.02981e+10
3 45 0.116142 0.121616 7.07758 2237.39 0 0 2237.39 0 0 5.21895e+12 nan 0 0 0 0 2.02981e+10
3 46 0.121616 0.127347 7.41114 2179.91 0 0 2179.91 0 0 5.16189e+12 nan 0 0 0 0 2.02981e+10
3 47 0.127347 0.133349 7.76041 2121.94 0 0 2121.94 0 0 5.1028e+12 nan 0 0 0 0 2.02981e+10
3 48 0.133349 0.139634 8.12615 2063.55 0 0 2063.55 0 0 5.04165e+12 nan 0 0 0 0 2.02981e+10
3 49 0.139634 0.146214 8.50912 2004.78 0 0 2004.78 0 0 4.97841e+12 nan 0 0 0 0 2.02981e+10
3 50 0.146214 0.153105 8.91015 1945.7 0 0 1945.7 0 0 4.91303e+12 nan 0 0 0 0 2.02981e+10
3 51 0.153105 0.160321 9.33007 1886.38 0 0 1886.38 0 0 4.8455e+12 nan 0 0 0 0 2.02981e+10
3 52 0.160321 0.167877 9.76978 1826.87 0 0 1826.87 0 0 4.77577e+12 nan 0 0 0 0 2.02981e+10
3 53 0.167877 0.175788 10.2302 1767.25 0 0 1767.25 0 0 4.70384e+12 nan 0 0 0 0 2.02981e+10
3 54 0.175788 0.184073 10.7124 1707.6 0 0 1707.6 0 0 4.62968e+12 nan 0 0 0 0 2.02981e+10
3 55 0.184073 0.192748 11.2172 1647.97 0 0 1647.97 0 0 4.55327e+12 nan 0 0 0 0 2.02981e+10
3 56 0.192748 0.201832 11.7459 1588.46 0 0 1588.46 0 0 4.47461e+12 nan 0 0 0 0 2.02981e+10
3 57 0.201832 0.211344 12.2994 1529.13 0 0 1529.13 0 0 4.39371e+12 nan 0 0 0 0 2.02981e+10
3 58 0.211344 0.221304 12.8791 1470.07 0 0 1470.07 0 0 4.31056e+12 nan 0 0 0 0 2.02981e+10
3 59 0.221304 0.231734 13.4861 1411.35 0 0 1411.35 0 0 4.22517e+12 nan 0 0 0 0 2.02981e+10
3 60 0.231734 0.242655 14.1216 1353.07 0 0 1353.07 0 0 4.13757e+12 nan 0 0 0 0 2.02981e+10
3 61 0.242655 0.254091 14.7872 1295.29 0 0 1295.29 0 0 4.04779e+12 nan 0 0 0 0 2.02981e+10
3 62 0.254091 0.266066 15.4841 1238.1 0 0 1238.1 0 0 3.95587e+12 nan 0 0 0 0 2.02981e+10
3 63 0.266066 0.278606 16.2138 1181.59 0 0 1181.59 0 0 3.86185e+12 nan 0 0 0 0 2.02981e+10
3 64 0.278606 0.291736 16.9779 1125.84 0 0 1125.84 0 0 3.7658e+12 nan 0 0 0 0 2.02981e+10
3 65 0.291736 0.305485 17.7781 1070.93 0 0 1070.93 0 0 3.66777e+12 nan 0 0 0 0 2.02981e+10
3 66 0.305485 0.319882 18.6159 1016.94 0 0 1016.94 0 0 3.56787e+12 nan 0 0 0 0 2.02981e+10
3 67 0.319882 0.334958 19.4933 963.946 0 0 963.946 0 0 3.46616e+12 nan 0 0 0 0 2.02981e+10
3 68 0.334958 0.350744 20.412 912.028 0 0 912.028 0 0 3.36278e+12 nan 0 0 0 0 2.02981e+10
3 69 0.350744 0.367274 21.374 861.26 0 0 861.26 0 0 3.25782e+12 nan 0 0 0 0 2.02981e+10
3 70 0.367274 0.384583 22.3813 811.712 0 0 811.712 0 0 3.15142e+12 nan 0 0 0 0 2.02981e+10
3 71 0.384583 0.402708 23.4361 763.452 0 0 763.452 0 0 3.04374e+12 nan 0 0 0 0 2.02981e+10
3 72 0.402708 0.421687 24.5406 716.545 0 0 716.545 0 0 2.93492e+12 nan 0 0 0 0 2.02981e+10
