#z i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter SDensitySFR  MetallicityCold MetallicityStar MassProfStar MassStar MassBin RadiusIso
2.5 12 0.0469206 0.0937545 0 0 0.0937545 0.0491319 0 0 0 0 0 10 1.54841
2.5 13 0.0491319 0.092886 0 0 0.092886 0.0514474 0 0 0 0 0 10 1.62138
2.5 14 0.0514474 0.0919865 0 0 0.0919865 0.0538721 0 0 0 0 0 10 1.69779
2.5 15 0.0538721 0.0910552 0 0 0.0910552 0.056411 0 0 0 0 0 10 1.77781
2.5 16 0.056411 0.0900915 0 0 0.0900915 0.0590696 0 0 0 0 0 10 1.86159
2.5 17 0.0590696 0.0890948 0 0 0.0890948 0.0618534 0 0 0 0 0 10 1.94933
2.5 18 0.0618534 0.0880646 0 0 0.0880646 0.0647685 0 0 0 0 0 10 2.0412
2.5 19 0.0647685 0.0870003 0 0 0.0870003 0.0678209 0 0 0 0 0 10 2.1374
2.5 20 0.0678209 0.0859014 0 0 0.0859014 0.0710172 0 0 0 0 0 10 2.23813
2.5 21 0.0710172 0.0847677 0 0 0.0847677 0.0743642 0 0 0 0 0 10 2.34361
2.5 22 0.0743642 0.0835986 0 0 0.0835986 0.0778689 0 0 0 0 0 10 2.45406
2.5 23 0.0778689 0.0823939 0 0 0.0823939 0.0815387 0 0 0 0 0 10 2.56971
2.5 24 0.0815387 0.0811535 0 0 0.0811535 0.0853815 0 0 0 0 0 10 2.69082
2.5 25 0.0853815 0.0798771 0 0 0.0798771 0.0894054 0 0 0 0 0 10 2.81764
2.5 26 0.0894054 0.0785648 0 0 0.0785648 0.0936189 0 0 0 0 0 10 2.95043
2.5 27 0.0936189 0.0772167 0 0 0.0772167 0.0980311 0 0 0 0 0 10 3.08948
2.5 28 0.0980311 0.0758327 0 0 0.0758327 0.102651 0 0 0 0 0 10 3.23508
2.5 29 0.102651 0.0744134 0 0 0.0744134 0.107489 0 0 0 0 0 10 3.38754
2.5 30 0.107489 0.072959 0 0 0.072959 0.112555 0 0 0 0 0 10 3.54719
2.5 31 0.112555 0.0714701 0 0 0.0714701 0.117859 0 0 0 0 0 10 3.71437
2.5 32 0.117859 0.0699473 0 0 0.0699473 0.123414 0 0 0 0 0 10 3.88942
2.5 33 0.123414 0.0683915 0 0 0.0683915 0.12923 0 0 0 0 0 10 4.07272
2.5 34 0.12923 0.0668035 0 0 0.0668035 0.135321 0 0 0 0 0 10 4.26466
2.5 35 0.135321 0.0651847 0 0 0.0651847 0.141698 0 0 0 0 0 10 4.46565
2.5 36 0.141698 0.0635361 0 0 0.0635361 0.148376 0 0 0 0 0 10 4.67611
2.5 37 0.148376 0.0618592 0 0 0.0618592 0.155369 0 0 0 0 0 10 4.89649
2.5 38 0.155369 0.0601557 0 0 0.0601557 0.162691 0 0 0 0 0 10 5.12725
2.5 39 0.162691 0.0584274 0 0 0.0584274 0.170358 0 0 0 0 0 10 5.36889
2.5 40 0.170358 0.0566762 0 0 0.0566762 0.178387 0 0 0 0 0 10 5.62192
2.5 41 0.178387 0.0549043 0 0 0.0549043 0.186794 0 0 0 0 0 10 5.88688
2.5 42 0.186794 0.053114 0 0 0.053114 0.195598 0 0 0 0 0 10 6.16432
2.5 43 0.195598 0.0513078 0 0 0.0513078 0.204816 0 0 0 0 0 10 6.45483
2.5 44 0.204816 0.0494884 0 0 0.0494884 0.214469 0 0 0 0 0 10 6.75904
2.5 45 0.214469 0.0476588 0 0 0.0476588 0.224576 0 0 0 0 0 10 7.07758
2.5 46 0.224576 0.0458218 0 0 0.0458218 0.23516 0 0 0 0 0 10 7.41114
2.5 47 0.23516 0.0439808 0 0 0.0439808 0.246243 0 0 0 0 0 10 7.76041
2.5 48 0.246243 0.042139 0 0 0.042139 0.257848 0 0 0 0 0 10 8.12615
2.5 49 0.257848 0.0402999 0 0 0.0402999 0.27 0 0 0 0 0 10 8.50912
2.5 50 0.27 0.0384671 0 0 0.0384671 0.282725 0 0 0 0 0 10 8.91015
2.5 51 0.282725 0.0366444 0 0 0.0366444 0.296049 0 0 0 0 0 10 9.33007
2.5 52 0.296049 0.0348353 0 0 0.0348353 0.310001 0 0 0 0 0 10 9.76978
2.5 53 0.310001 0.0330439 0 0 0.0330439 0.324611 0 0 0 0 0 10 10.2302
2.5 54 0.324611 0.031274 0 0 0.031274 0.33991 0 0 0 0 0 10 10.7124
2.5 55 0.33991 0.0295294 0 0 0.0295294 0.355929 0 0 0 0 0 10 11.2172
2.5 56 0.355929 0.0278141 0 0 0.0278141 0.372704 0 0 0 0 0 10 11.7459
2.5 57 0.372704 0.0261318 0 0 0.0261318 0.390269 0 0 0 0 0 10 12.2994
2.5 58 0.390269 0.0244863 0 0 0.0244863 0.408662 0 0 0 0 0 10 12.8791
2.5 59 0.408662 0.0228812 0 0 0.0228812 0.427921 0 0 0 0 0 10 13.4861
2.5 60 0.427921 0.02132 0 0 0.02132 0.448088 0 0 0 0 0 10 14.1216
2.5 61 0.448088 0.0198061 0 0 0.0198061 0.469206 0 0 0 0 0 10 14.7872
2.5 62 0.469206 0.0183425 0 0 0.0183425 0.491319 0 0 0 0 0 10 15.4841
2.5 63 0.491319 0.0169322 0 0 0.0169322 0.514474 0 0 0 0 0 10 16.2138
2.5 64 0.514474 0.0155777 0 0 0.0155777 0.538721 0 0 0 0 0 10 16.9779
2.5 65 0.538721 0.0142813 0 0 0.0142813 0.56411 0 0 0 0 0 10 17.7781
2.5 66 0.56411 0.013045 0 0 0.013045 0.590696 0 0 0 0 0 10 18.6159
2.5 67 0.590696 0.0118705 0 0 0.0118705 0.618534 0 0 0 0 0 10 19.4933
2.5 68 0.618534 0.0107591 0 0 0.0107591 0.647685 0 0 0 0 0 10 20.412
2.5 69 0.647685 0.00971153 0 0 0.00971153 0.678209 0 0 0 0 0 10 21.374
2.5 70 0.678209 0.00872839 0 0 0.00872839 0.710172 0 0 0 0 0 10 22.3813
2.5 71 0.710172 0.00780975 0 0 0.00780975 0.743642 0 0 0 0 0 10 23.4361
2.5 72 0.743642 0.0069553 0 0 0.0069553 0.778689 0 0 0 0 0 10 24.5406
2.5 73 0.778689 0.00616432 0 0 0.00616432 0.815387 0 0 0 0 0 10 25.6971
2.5 74 0.815387 0.00543573 0 0 0.00543573 0.853815 0 0 0 0 0 10 26.9082
2.5 75 0.853815 0.00476806 0 0 0.00476806 0.894054 0 0 0 0 0 10 28.1764
