2.02981e+09 10.431 28.9247 0 0.0303025 1.784e+07 1.784e+07 0 4.14069e+06 0 0 0 0 0
3.60956e+09 12.6374 35.0431 0 0.0303025 8.27134e+07 8.27134e+07 0 1.47881e+07 0 0 0 0 0
6.41881e+09 15.3105 42.4557 303303 0.0572494 2.88762e+08 2.8552e+08 1.89647e+06 3.9495e+07 1.04044e+07 424.538 4770.12 196.236 7978.16
1.14144e+10 18.5492 51.4362 1.48398e+07 0.289121 4.67859e+08 3.34912e+08 5.78926e+07 1.0191e+08 3.65717e+08 15651.1 239576 13571.8 390823
2.02981e+10 22.4728 62.3164 6.47765e+07 0.456845 7.42799e+08 3.82736e+08 1.54876e+08 2.21861e+08 1.22946e+09 42453.2 901555 91678.9 1.92421e+06
3.3677e+10 26.6042 73.7726 1.73329e+08 0.555223 1.3599e+09 5.04044e+08 3.96181e+08 4.11655e+08 2.45228e+09 109246 2.61079e+06 319749 4.90764e+06
5.58742e+10 31.4951 87.335 4.15033e+08 0.648728 2.42013e+09 6.48913e+08 8.87196e+08 9.08569e+08 4.32395e+09 304695 6.7497e+06 991566 1.10304e+07
9.27022e+10 37.2852 103.391 9.15799e+08 0.744084 4.47344e+09 8.77058e+08 1.96939e+09 1.87828e+09 6.9779e+09 787858 1.6384e+07 2.76092e+06 2.22151e+07
1.53804e+11 44.1396 122.398 1.93313e+09 0.849941 7.95844e+09 1.16199e+09 4.04721e+09 3.96026e+09 1.07119e+10 1.98854e+06 3.76996e+07 7.25919e+06 4.20934e+07
2.5518e+11 52.2543 144.899 3.83958e+09 0.960186 1.41005e+10 1.60164e+09 8.09876e+09 8.29093e+09 1.5475e+10 4.76428e+06 8.11654e+07 1.75616e+07 7.35014e+07
4.23376e+11 61.8607 171.538 7.49338e+09 1.09174 2.50136e+10 2.21591e+09 1.60802e+10 1.58834e+10 2.17967e+10 1.05322e+07 1.7126e+08 4.07744e+07 1.2272e+08
