#i RadiusInner RadiusOuter RadiusIso SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR SDensityCAR StellarAge MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassStar MassHalo
79 1.19763 1.25407 0.350371 169.862 2631.79 169.076 0.785428 6.91231e+08 2.22858e+10 8.86241e+08 3.0509e+06 265598 400352 2.94541e+07 0.00582736 8.32296e+13 7.62002e+10 1.56429e+12 3.36205 0 0 7.36912e+06 5.59671e+07 16.9508 128.738 0.0997916 0.0489166 1.17223e+11 9.98021e+11
80 1.25407 1.31318 0.366884 168.272 2495.78 167.481 0.790997 7.55763e+08 2.34755e+10 9.65714e+08 3.36222e+06 254395 409227 3.09335e+07 0.0062462 8.21809e+13 7.52401e+10 1.54922e+12 3.2253 0 0 7.93598e+06 5.79107e+07 16.6485 121.488 0.098938 0.0486773 1.17223e+11 9.98021e+11
81 1.31318 1.37507 0.384174 166.621 2364.37 165.824 0.79679 8.26213e+08 2.47112e+10 1.052e+09 3.70449e+06 243598 418223 3.24783e+07 0.00669549 8.10957e+13 7.42465e+10 1.5336e+12 3.0864 0 0 8.54014e+06 5.98457e+07 16.3395 114.501 0.0980639 0.0484275 1.17223e+11 9.98021e+11
82 1.37507 1.43987 0.40228 164.908 2237.53 164.105 0.80282 9.0311e+08 2.59936e+10 1.14564e+09 4.08068e+06 233194 427336 3.40908e+07 0.00717752 7.99733e+13 7.32189e+10 1.51741e+12 2.9454 0 0 9.18319e+06 6.17648e+07 16.0239 107.774 0.0971688 0.0481667 1.17223e+11 9.98021e+11
83 1.43987 1.50773 0.421239 163.13 2115.21 162.321 0.809098 9.87027e+08 2.73227e+10 1.2472e+09 4.49404e+06 223170 436566 3.57731e+07 0.00769468 7.88129e+13 7.21565e+10 1.50064e+12 2.80233 0 0 9.86669e+06 6.36599e+07 15.7017 101.307 0.0962524 0.0478945 1.17223e+11 9.98021e+11
84 1.50773 1.57879 0.441091 161.287 1997.39 160.471 0.815637 1.07858e+09 2.86989e+10 1.35731e+09 4.94811e+06 213515 445907 3.75275e+07 0.00824958 7.76141e+13 7.10589e+10 1.48328e+12 2.65726 0 0 1.05921e+07 6.55226e+07 15.3729 95.0967 0.0953142 0.0476106 1.17223e+11 9.98021e+11
85 1.57879 1.65319 0.461879 159.375 1884 158.553 0.822453 1.17845e+09 3.01223e+10 1.47661e+09 5.44675e+06 204216 455358 3.93561e+07 0.00887908 7.63762e+13 6.99256e+10 1.46532e+12 2.51025 0 0 1.13607e+07 6.73441e+07 15.0377 89.1403 0.0943538 0.0473145 1.17223e+11 9.98021e+11
86 1.65319 1.7311 0.483647 157.395 1774.99 156.566 0.82956 1.28737e+09 3.15926e+10 1.60579e+09 5.99416e+06 195263 464913 4.12611e+07 0.00956016 7.50989e+13 6.87562e+10 1.44674e+12 2.36136 0 0 1.21739e+07 6.9115e+07 14.6961 83.4346 0.0933709 0.0470057 1.17223e+11 9.98021e+11
87 1.7311 1.81269 0.50644 155.344 1670.3 154.507 0.836974 1.40612e+09 3.31098e+10 1.74559e+09 6.59493e+06 186643 474570 4.32447e+07 0.0102937 7.37818e+13 6.75504e+10 1.42754e+12 2.21068 0 0 1.30325e+07 7.08254e+07 14.3484 77.9764 0.092365 0.0466839 1.17223e+11 9.98021e+11
88 1.81269 1.89812 0.530308 153.221 1569.88 152.376 0.844712 1.53556e+09 3.46732e+10 1.89679e+09 7.25404e+06 178347 484324 4.53092e+07 0.0110838 7.24247e+13 6.63078e+10 1.40771e+12 2.05828 0 0 1.39375e+07 7.24651e+07 13.9946 72.7618 0.0913358 0.0463486 1.17223e+11 9.98021e+11
89 1.89812 1.98757 0.555301 151.025 1473.64 150.172 0.852793 1.67661e+09 3.62825e+10 2.06019e+09 7.97693e+06 170363 494169 4.74566e+07 0.0119348 7.10273e+13 6.50285e+10 1.38724e+12 1.90425 0 0 1.48894e+07 7.40237e+07 13.6349 67.7868 0.0902828 0.0459994 1.17223e+11 9.98021e+11
90 1.98757 2.08125 0.581471 148.753 1381.52 147.892 0.861236 1.83028e+09 3.79367e+10 2.23667e+09 8.76949e+06 162682 504102 4.9689e+07 0.0126787 6.95897e+13 6.37123e+10 1.36612e+12 1.7487 0 0 1.58886e+07 7.54902e+07 13.2697 63.0471 0.0892057 0.0456358 1.17223e+11 9.98021e+11
91 2.08125 2.17933 0.608875 146.406 1293.44 145.536 0.870063 1.99766e+09 3.96348e+10 2.42712e+09 9.63814e+06 155294 514116 5.20085e+07 0.0138693 6.8112e+13 6.23594e+10 1.34435e+12 1.59172 0 0 1.69349e+07 7.68535e+07 12.899 58.538 0.0881042 0.0452575 1.17223e+11 9.98021e+11
92 2.17933 2.28204 0.63757 143.983 1209.32 143.103 0.879297 2.17989e+09 4.13757e+10 2.63249e+09 1.05899e+07 148189 524206 5.44171e+07 0.0151692 6.65944e+13 6.097e+10 1.32193e+12 1.43342 0 0 1.80279e+07 7.81023e+07 12.5233 54.2548 0.0869779 0.0448639 1.17223e+11 9.98021e+11
93 2.28204 2.38959 0.667618 141.481 1129.07 140.592 0.888961 2.37826e+09 4.31578e+10 2.85375e+09 1.16322e+07 141357 534365 5.69167e+07 0.0165882 6.50374e+13 5.95444e+10 1.29885e+12 1.27393 0 0 1.91667e+07 7.92253e+07 12.1429 50.1924 0.0858265 0.0444547 1.17223e+11 9.98021e+11
94 2.38959 2.50221 0.699082 138.902 1052.6 138.003 0.899083 2.59411e+09 4.49796e+10 3.09195e+09 1.27734e+07 134791 544587 5.95091e+07 0.0181367 6.34415e+13 5.80834e+10 1.27511e+12 1.11339 0 0 2.03498e+07 8.0211e+07 11.758 46.3456 0.0846497 0.0440295 1.17223e+11 9.98021e+11
95 2.50221 2.62013 0.732029 136.244 979.833 135.334 0.909691 2.8289e+09 4.6839e+10 3.34812e+09 1.40223e+07 128482 554864 6.2196e+07 0.0198264 6.18076e+13 5.65874e+10 1.25073e+12 0.951944 0 0 2.15752e+07 8.10481e+07 11.3692 42.7088 0.0834472 0.0435878 1.17223e+11 9.98021e+11
96 2.62013 2.74362 0.766528 133.507 910.667 132.587 0.920815 3.08423e+09 4.87339e+10 3.62337e+09 1.53886e+07 122420 565190 6.26078e+07 0.0218233 6.01366e+13 5.50576e+10 1.22569e+12 0.789748 0 0 2.28403e+07 8.17257e+07 10.9768 39.2765 0.0822188 0.0431294 1.17223e+11 9.98021e+11
97 2.74362 2.87292 0.802654 130.692 845.01 129.76 0.932489 3.36177e+09 5.06618e+10 3.91881e+09 1.68828e+07 116599 575557 6.1079e+07 0.0244622 5.84297e+13 5.34949e+10 1.20001e+12 0.626966 0 0 2.41417e+07 8.2233e+07 10.5814 36.0429 0.0809641 0.0426539 1.17223e+11 9.98021e+11
98 2.87292 3.00832 0.840482 127.799 782.767 126.854 0.944749 3.66336e+09 5.262e+10 4.23558e+09 1.8516e+07 111009 585955 5.95973e+07 0.0274047 5.66884e+13 5.19006e+10 1.17369e+12 0.463779 0 0 2.54753e+07 8.25597e+07 10.1834 33.0022 0.0796831 0.0421609 1.17223e+11 9.98021e+11
99 3.00832 3.15009 0.880092 124.828 723.841 123.87 0.957632 3.99096e+09 5.46055e+10 4.57484e+09 2.03006e+07 105644 596377 5.81611e+07 0.0306835 5.49144e+13 5.02764e+10 1.14676e+12 0.300373 0 0 2.6836e+07 8.26964e+07 9.78344 30.1482 0.0783756 0.0416503 1.17223e+11 9.98021e+11
100 3.15009 3.29855 0.92157 121.78 668.135 120.809 0.971182 4.34666e+09 5.6615e+10 4.93774e+09 2.22497e+07 100495 606813 5.6769e+07 0.0343343 5.31095e+13 4.8624e+10 1.11921e+12 0.136951 0 0 2.8218e+07 8.26344e+07 9.38212 27.4748 0.0770414 0.0411217 1.17223e+11 9.98021e+11
101 3.29855 3.45401 0.965002 118.658 615.55 117.672 0.985444 4.73271e+09 5.8645e+10 5.32546e+09 2.43776e+07 95556.1 617255 5.54198e+07 0.0383961 5.1276e+13 4.69454e+10 1.09108e+12 -0.0262644 0 0 2.96146e+07 8.23659e+07 8.98007 24.9759 0.0756805 0.040575 1.17223e+11 9.98021e+11
102 3.45401 3.61679 1.01048 115.462 565.988 114.461 1.00047 5.15154e+09 6.06916e+10 5.73912e+09 2.66997e+07 90819.8 627691 5.41125e+07 0.0429118 4.94164e+13 4.52428e+10 1.06238e+12 -0.189028 0 0 3.10178e+07 8.18845e+07 8.57797 22.6452 0.0742928 0.0400101 1.17223e+11 9.98021e+11
103 3.61679 3.78724 1.0581 112.195 519.347 111.178 1.01631 5.60571e+09 6.27507e+10 6.17986e+09 2.92325e+07 86279.3 638111 5.39361e+07 0.0469593 4.75333e+13 4.35188e+10 1.03313e+12 -0.351051 0 0 3.24187e+07 8.11851e+07 8.17655 20.4763 0.0728784 0.0394269 1.17223e+11 9.98021e+11
104 3.78724 3.96573 1.10797 108.859 475.53 107.826 1.03302 6.098e+09 6.4818e+10 6.64875e+09 3.19939e+07 81928.1 648506 5.28533e+07 0.0522462 4.56298e+13 4.1776e+10 1.00337e+12 -0.511987 0 0 3.38075e+07 8.02644e+07 7.77655 18.4628 0.0714372 0.0388257 1.17223e+11 9.98021e+11
105 3.96573 4.15263 1.16019 105.457 434.437 104.406 1.05067 6.63134e+09 6.68889e+10 7.1468e+09 3.5003e+07 77759.7 658863 5.17987e+07 0.0580938 4.37089e+13 4.00173e+10 9.73126e+11 -0.671414 0 0 3.51729e+07 7.91209e+07 7.37873 16.5984 0.0699693 0.0382066 1.17223e+11 9.98021e+11
106 4.15263 4.34834 1.21487 101.992 395.969 100.923 1.06934 7.20887e+09 6.89585e+10 7.67495e+09 3.82807e+07 73768 669172 5.07717e+07 0.0645566 4.17741e+13 3.82459e+10 9.42432e+11 -0.82885 0 0 3.65025e+07 7.77555e+07 6.98388 14.8767 0.0684747 0.0375703 1.17223e+11 9.98021e+11
107 4.34834 4.55327 1.27212 98.4681 360.027 97.379 1.0891 7.83395e+09 7.10218e+10 8.23404e+09 4.1849e+07 69946.9 679419 4.97716e+07 0.0716937 3.98288e+13 3.64649e+10 9.11329e+11 -0.983666 0 0 3.77829e+07 7.61716e+07 6.59279 13.2913 0.0669536 0.0369175 1.17223e+11 9.98021e+11
108 4.55327 4.76786 1.33207 94.888 326.513 93.778 1.11005 8.51014e+09 7.30735e+10 8.82478e+09 4.57318e+07 66290.5 689594 4.87977e+07 0.0795695 3.78766e+13 3.46777e+10 8.7986e+11 -1.13512 0 0 3.8999e+07 7.43754e+07 6.20623 11.836 0.0654058 0.0362496 1.17223e+11 9.98021e+11
109 4.76786 4.99256 1.39485 91.2551 295.331 90.1228 1.13227 9.24121e+09 7.51084e+10 9.44769e+09 4.99547e+07 62793.3 699682 4.78494e+07 0.0882534 3.59211e+13 3.28872e+10 8.48071e+11 -1.28218 0 0 4.01346e+07 7.23771e+07 5.82496 10.5045 0.0638316 0.0355685 1.17223e+11 9.98021e+11
110 4.99256 5.22785 1.46059 87.5721 266.386 86.4162 1.15589 1.00312e+10 7.71209e+10 1.01031e+10 5.4545e+07 59449.6 709673 4.97005e+07 0.0923597 3.39652e+13 3.10966e+10 8.16015e+11 -1.42356 0 0 4.11716e+07 7.01907e+07 5.44969 9.29082 0.0622309 0.0348773 1.17223e+11 9.98021e+11
111 5.22785 5.47423 1.52943 83.835 239.584 82.6541 1.18098 1.08843e+10 7.91055e+10 1.07911e+10 5.95321e+07 56254.1 719551 4.95637e+07 0.10062 3.21214e+13 2.94085e+10 7.83746e+11 -1.55775 0 0 4.20896e+07 6.78388e+07 5.08099 8.18941 0.0606071 0.0341818 1.17223e+11 9.98021e+11
112 5.47423 5.73223 1.6015 79.8683 215.021 78.6625 1.20585 1.18051e+10 8.10586e+10 1.15097e+10 6.49474e+07 53201.6 729304 4.94131e+07 0.109591 3.10675e+13 2.84436e+10 7.51323e+11 -1.6873 0 0 4.285e+07 6.54423e+07 4.71764 7.20498 0.0590678 0.0335083 1.17223e+11 9.98021e+11
113 5.73223 6.00238 1.67698 75.5307 192.829 74.302 1.22872 1.27983e+10 8.2979e+10 1.22548e+10 7.08243e+07 50287.1 738919 4.92483e+07 0.119333 2.98953e+13 2.73704e+10 7.18808e+11 -1.81098 0 0 4.34087e+07 6.3146e+07 4.35864 6.34045 0.0577068 0.0328812 1.17223e+11 9.98021e+11
114 6.00238 6.28526 1.75601 70.7067 172.97 69.4588 1.24786 1.38689e+10 8.48678e+10 1.30194e+10 7.71987e+07 47505.6 748380 4.90696e+07 0.129905 2.85657e+13 2.61531e+10 6.86268e+11 -1.92913 0 0 4.37034e+07 6.11348e+07 4.00211 5.59839 0.0566016 0.0323662 1.17223e+11 9.98021e+11
115 6.28526 6.58148 1.83877 64.9262 155.774 63.6681 1.25814 1.50223e+10 8.6733e+10 1.3789e+10 8.41087e+07 44852.3 757674 4.88766e+07 0.141377 2.69342e+13 2.46594e+10 6.53773e+11 -2.0336 0 0 4.35348e+07 5.99757e+07 3.63589 5.00898 0.0560004 0.0321554 1.17223e+11 9.98021e+11
116 6.58148 6.89165 1.92543 57.7317 141.549 56.4785 1.25314 1.6264e+10 8.85914e+10 1.45388e+10 9.1595e+07 42322.7 766786 4.86692e+07 0.15382 2.48376e+13 2.27398e+10 6.21394e+11 -2.11541 0 0 4.26109e+07 6.04459e+07 3.2456 4.60406 0.0562187 0.0325262 1.17223e+11 9.98021e+11
117 6.89165 7.21645 2.01617 51.2234 128.262 49.9749 1.24856 1.75998e+10 9.04378e+10 1.52677e+10 9.97009e+07 39912.2 775703 4.84475e+07 0.167312 2.28627e+13 2.09318e+10 5.89206e+11 -2.20303 0 0 4.15945e+07 6.07326e+07 2.88942 4.21887 0.0564082 0.0328927 1.17223e+11 9.98021e+11
118 7.21645 7.55655 2.11119 45.3512 115.898 44.1068 1.24437 1.90359e+10 9.22671e+10 1.59747e+10 1.08472e+08 37616.3 784410 4.82113e+07 0.181937 2.10057e+13 1.92316e+10 5.57287e+11 -2.2944 0 0 4.04935e+07 6.08209e+07 2.56543 3.85325 0.0565681 0.0332471 1.17223e+11 9.98021e+11
119 7.55655 7.91268 2.21069 40.0667 104.419 38.8262 1.24056 2.05786e+10 9.40744e+10 1.66591e+10 1.17958e+08 35431 792892 4.79607e+07 0.197784 1.92625e+13 1.76357e+10 5.25715e+11 -2.39 0 0 3.93165e+07 6.06967e+07 2.27169 3.50703 0.0566976 0.033586 1.17223e+11 9.98021e+11
120 7.91268 8.28559 2.31488 35.3248 93.7894 34.0877 1.23708 2.22347e+10 9.58542e+10 1.732e+10 1.2821e+08 33351.9 801135 4.87353e+07 0.210364 1.76294e+13 1.61405e+10 4.94571e+11 -2.49052 0 0 3.8074e+07 6.03453e+07 2.00633 3.17993 0.0567967 0.0339051 1.17223e+11 9.98021e+11
121 8.28559 8.67608 2.42398 31.0825 83.969 29.8486 1.2339 2.40111e+10 9.76014e+10 1.79571e+10 1.39284e+08 31375.1 809125 4.86424e+07 0.227648 1.61026e+13 1.47426e+10 4.63934e+11 -2.59684 0 0 3.67783e+07 5.97528e+07 1.76753 2.87166 0.0568656 0.034199 1.17223e+11 9.98021e+11
122 8.67608 9.08497 2.53821 27.2992 74.9201 26.0683 1.23095 2.59151e+10 9.93107e+10 1.85701e+10 1.51236e+08 29496.7 816848 4.8525e+07 0.246321 1.46783e+13 1.34386e+10 4.33886e+11 -2.71019 0 0 3.54427e+07 5.89057e+07 1.55346 2.58185 0.056905 0.0344614 1.17223e+11 9.98021e+11
123 9.08497 9.51313 2.65784 23.9371 66.6045 22.709 1.22815 2.79543e+10 1.00977e+11 1.91588e+10 1.6413e+08 27712.8 824289 4.83829e+07 0.266491 1.33533e+13 1.22255e+10 4.04506e+11 -2.8322 0 0 3.4083e+07 5.779e+07 1.36242 2.31008 0.0569167 0.0346835 1.17223e+11 9.98021e+11
124 9.51313 9.96147 2.7831 20.9608 58.9838 19.7353 1.22541 3.01364e+10 1.02595e+11 1.97234e+10 1.78029e+08 26019.8 831434 4.82159e+07 0.288275 1.21242e+13 1.11002e+10 3.7587e+11 -2.96506 0 0 3.27167e+07 5.63913e+07 1.19273 2.05583 0.0569032 0.0348541 1.17223e+11 9.98021e+11
125 9.96147 10.4309 2.91426 18.3378 52.0194 17.1152 1.22261 3.24696e+10 1.04159e+11 2.02645e+10 1.93003e+08 24414 838272 4.8024e+07 0.311799 1.09884e+13 1.00603e+10 3.48056e+11 -3.1118 0 0 3.13647e+07 5.46928e+07 1.04283 1.81846 0.056868 0.0349575 1.17223e+11 9.98021e+11
126 10.4309 10.9225 3.0516 16.0385 45.6725 14.8189 1.21964 3.49621e+10 1.05666e+11 2.07828e+10 2.09124e+08 22892 844787 4.78073e+07 0.337196 9.94393e+12 9.10408e+09 3.21134e+11 -3.27658 0 0 3.00507e+07 5.2675e+07 0.911232 1.59727 0.0568152 0.0349723 1.17223e+11 9.98021e+11
127 10.9225 11.4373 3.19542 14.035 39.9047 12.8186 1.21642 3.76225e+10 1.07109e+11 2.12796e+10 2.26467e+08 21450.2 850969 4.75657e+07 0.364613 8.98878e+12 8.22961e+09 2.95172e+11 -3.46263 0 0 2.87988e+07 5.03191e+07 0.796432 1.39158 0.0567462 0.0348725 1.17223e+11 9.98021e+11
128 11.4373 11.9763 3.34602 12.302 34.6771 11.089 1.21303 4.04597e+10 1.08483e+11 2.17567e+10 2.45113e+08 20085.6 856804 4.72993e+07 0.394206 8.12172e+12 7.43577e+09 2.70234e+11 -3.6722 0 0 2.76342e+07 4.76038e+07 0.696982 1.20065 0.056656 0.0346237 1.17223e+11 9.98021e+11
129 11.9763 12.5407 3.50371 10.8145 29.9517 9.60462 1.20983 4.34826e+10 1.09786e+11 2.22161e+10 2.65145e+08 18794.7 862281 4.70084e+07 0.426142 7.34065e+12 6.72067e+09 2.46375e+11 -3.90399 0 0 2.65737e+07 4.45194e+07 0.61126 1.02406 0.0565225 0.0341902 1.17223e+11 9.98021e+11
130 12.5407 13.1318 3.66884 9.54644 25.6924 8.33876 1.20768 4.67005e+10 1.1101e+11 2.26605e+10 2.86652e+08 17574.5 867389 4.66932e+07 0.4606 6.64175e+12 6.0808e+09 2.23647e+11 -4.15948 0 0 2.56181e+07 4.10775e+07 0.537429 0.861745 0.0562963 0.0335408 1.17223e+11 9.98021e+11
131 13.1318 13.7507 3.84174 8.47719 21.8611 7.2691 1.20809 5.01227e+10 1.12153e+11 2.3093e+10 3.09725e+08 16422 872118 4.63541e+07 0.497773 6.02244e+12 5.51379e+09 2.02091e+11 -4.43708 0 0 2.47645e+07 3.72867e+07 0.473809 0.713392 0.0558922 0.0326329 1.17223e+11 9.98021e+11
132 13.7507 14.3987 4.0228 7.59353 18.4156 6.37977 1.21376 5.37587e+10 1.13208e+11 2.35178e+10 3.34463e+08 15334.1 876459 4.59913e+07 0.53787 5.48274e+12 5.01968e+09 1.81743e+11 -4.72875 0 0 2.4007e+07 3.31393e+07 0.418902 0.578253 0.0551656 0.0314002 1.17223e+11 9.98021e+11
133 14.3987 15.0773 4.21239 6.88793 15.3102 5.65844 1.22949 5.76183e+10 1.1417e+11 2.39404e+10 3.60965e+08 14308.1 880401 4.56051e+07 0.581117 5.02373e+12 4.59944e+09 1.62628e+11 -5.03414 0 0 2.33191e+07 2.86268e+07 0.371095 0.455561 0.0538762 0.0297554 1.17223e+11 9.98021e+11
134 15.0773 15.7879 4.41091 6.36237 12.4915 5.09827 1.2641 6.17111e+10 1.15031e+11 2.43688e+10 3.89337e+08 13341.2 883938 4.51963e+07 0.627748 4.64832e+12 4.25573e+09 1.44763e+11 -5.34769 0 0 2.26359e+07 2.37337e+07 0.328527 0.344461 0.051636 0.0275755 1.17223e+11 9.98021e+11
135 15.7879 16.5319 4.61879 6.03119 9.89412 4.69631 1.33488 6.6047e+10 1.15778e+11 2.48148e+10 4.19689e+08 12430.6 887061 4.47652e+07 0.678025 4.3589e+12 3.99076e+09 1.28156e+11 -5.66756 0 0 2.18038e+07 1.84603e+07 0.288607 0.24435 0.0478524 0.0246965 1.17223e+11 9.98021e+11
136 16.5319 17.311 4.83647 5.91245 7.44544 4.43591 1.47653 7.06359e+10 1.16395e+11 2.52952e+10 4.52135e+08 11573.8 889766 4.43128e+07 0.732219 4.1418e+12 3.79199e+09 1.12805e+11 -5.95331 0 0 2.04744e+07 1.29338e+07 0.247164 0.156135 0.0418039 0.0209705 1.17223e+11 9.98021e+11
137 17.311 18.1269 5.0644 6.02546 5.06699 4.25559 1.76986 7.54875e+10 1.16855e+11 2.58335e+10 4.86796e+08 10768.2 892047 4.46511e+07 0.776256 3.93568e+12 3.60328e+09 9.8697e+10 -6.13228 0 0 1.79961e+07 7.50755e+06 0.198131 0.0826556 0.0328824 0.0163126 1.17223e+11 9.98021e+11
138 18.1269 18.9812 5.30308 6.33502 2.73489 3.89442 2.4406 8.06118e+10 1.17128e+11 2.64559e+10 5.23795e+08 10011.4 893899 4.41666e+07 0.837712 3.49457e+12 3.19942e+09 8.58115e+10 -6.05873 0 0 1.34571e+07 2.97621e+06 0.135122 0.0298839 0.0213294 0.0109269 1.17223e+11 9.98021e+11
139 18.9812 19.8757 5.55301 6.51941 0.77752 2.4092 4.11021 8.60185e+10 1.17213e+11 2.71597e+10 5.63261e+08 9300.97 895319 4.36575e+07 0.90399 1.99925e+12 1.8304e+09 7.4118e+10 -4.10304 0 0 7.15181e+06 489627 0.0654923 0.00448373 0.0100457 0.00576671 1.17223e+11 9.98021e+11
140 19.8757 20.8125 5.81471 5.80211 0.0836415 0.15095 5.65116 9.17172e+10 1.17223e+11 2.78468e+10 6.05327e+08 8634.66 896305 4.31248e+07 0.975467 7.59477e+10 6.95333e+07 6.35775e+10 13.0615 0 0 3.92844e+06 2954 0.0328091 2.46709e-05 0.00565468 0.00029496 1.17223e+11 9.98021e+11
141 20.8125 21.7933 6.08875 4.69714 0.00312978 0 4.69714 9.77174e+10 1.17223e+11 2.84564e+10 6.50134e+08 8010.25 896856 4.25697e+07 1.05254 0 0 5.41432e+10 13.8654 0 0 3.49111e+06 0 0.0265912 0 0.00566114 0 1.17223e+11 9.98021e+11
142 21.7933 22.8204 6.3757 3.77147 0 0 3.77147 1.04029e+11 1.17223e+11 2.89927e+10 6.97824e+08 7425.58 896973 4.19934e+07 1.13565 0 0 4.57611e+10 nan 0 0 3.0977e+06 0 0.0215186 0 0.00570562 0 1.17223e+11 9.98021e+11
143 22.8204 23.8959 6.67618 3.0047 0 0 3.0047 1.1066e+11 1.17223e+11 2.94609e+10 7.48545e+08 6878.6 896656 4.13967e+07 1.22526 0 0 3.83712e+10 nan 0 0 2.72677e+06 0 0.0172752 0 0.00574938 0 1.17223e+11 9.98021e+11
144 23.8959 25.0221 6.99082 2.37434 0 0 2.37434 1.1762e+11 1.17223e+11 2.98664e+10 8.02453e+08 6367.31 895907 4.0781e+07 1.32188 0 0 3.19088e+10 nan 0 0 2.38029e+06 0 0.0137532 0 0.00579243 0 1.17223e+11 9.98021e+11
145 25.0221 26.2013 7.32029 1.86024 0 0 1.86024 1.24918e+11 1.17223e+11 3.02144e+10 8.59706e+08 5889.8 894731 4.01476e+07 1.42605 0 0 2.63052e+10 nan 0 0 2.05976e+06 0 0.010854 0 0.00583474 0 1.17223e+11 9.98021e+11
146 26.2013 27.4362 7.66528 1.44445 0 0 1.44445 1.32561e+11 1.17223e+11 3.05105e+10 9.20467e+08 5444.21 893132 3.94977e+07 1.53836 0 0 2.14891e+10 nan 0 0 1.76617e+06 0 0.00848802 0 0.00587631 0 1.17223e+11 9.98021e+11
147 27.4362 28.7292 8.02654 1.1111 0 0 1.1111 1.40558e+11 1.17223e+11 3.076e+10 9.84907e+08 5028.77 891115 3.81345e+07 1.68981 0 0 1.73883e+10 nan 0 0 1.5e+06 0 0.00657456 0 0.00591714 0 1.17223e+11 9.98021e+11
148 28.7292 30.0832 8.40482 0.84632 0 0 0.84632 1.48916e+11 1.17223e+11 3.09682e+10 1.0532e+09 4641.79 888687 3.74884e+07 1.82173 0 0 1.39303e+10 nan 0 0 1.26126e+06 0 0.00504171 0 0.00595721 0 1.17223e+11 9.98021e+11
149 30.0832 31.5009 8.80092 0.638025 0 0 0.638025 1.57643e+11 1.17223e+11 3.11402e+10 1.12553e+09 4281.61 885857 3.68327e+07 1.96367 0 0 1.1044e+10 nan 0 0 1.04945e+06 0 0.00382593 0 0.00599653 0 1.17223e+11 9.98021e+11
150 31.5009 32.9855 9.2157 0.475828 0 0 0.475828 1.66744e+11 1.17223e+11 3.12807e+10 1.20207e+09 3946.68 882633 3.61688e+07 2.11638 0 0 8.66048e+09 nan 0 0 863692 0 0.00287166 0 0.00603508 0 1.17223e+11 9.98021e+11
151 32.9855 34.5401 9.65002 0.350872 0 0 0.350872 1.76226e+11 1.17223e+11 3.13942e+10 1.28303e+09 3635.5 879026 3.54976e+07 2.28065 0 0 6.71398e+09 nan 0 0 702698 0 0.0021308 0 0.00607287 0 1.17223e+11 9.98021e+11
152 34.5401 36.1679 10.1048 0.255682 0 0 0.255682 1.86095e+11 1.17223e+11 3.14848e+10 1.3686e+09 3346.63 875046 3.48203e+07 2.45736 0 0 5.14289e+09 nan 0 0 564883 0 0.00156219 0 0.00610989 0 1.17223e+11 9.98021e+11
153 36.1679 37.8724 10.581 0.184016 0 0 0.184016 1.96356e+11 1.17223e+11 3.15562e+10 1.45898e+09 3078.71 870705 3.41383e+07 2.64741 0 0 3.89026e+09 nan 0 0 448419 0 0.00113099 0 0.00614613 0 1.17223e+11 9.98021e+11
154 37.8724 39.6573 11.0797 0.130727 0 0 0.130727 2.07013e+11 1.17223e+11 3.16118e+10 1.55438e+09 2830.42 866017 3.34525e+07 2.85178 0 0 2.90426e+09 nan 0 0 351310 0 0.000808099 0 0.0061816 0 1.17223e+11 9.98021e+11
155 39.6573 41.5263 11.6019 0.0916117 0 0 0.0916117 2.18071e+11 1.17223e+11 3.16544e+10 1.65501e+09 2600.53 860994 3.2764e+07 3.07156 0 0 2.13851e+09 nan 0 0 271462 0 0.000569486 0 0.0062163 0 1.17223e+11 9.98021e+11
156 41.5263 43.4834 12.1487 0.0632903 0 0 0.0632903 2.29532e+11 1.17223e+11 3.16867e+10 1.76111e+09 2387.85 855652 3.2074e+07 3.30787 0 0 1.55211e+09 nan 0 0 206756 0 0.000395579 0 0.00625023 0 1.17223e+11 9.98021e+11
157 43.4834 45.5327 12.7212 0.0430751 0 0 0.0430751 2.41399e+11 1.17223e+11 3.17108e+10 1.8729e+09 2191.26 850006 3.13836e+07 3.56193 0 0 1.10962e+09 nan 0 0 155112 0 0.000270657 0 0.00628338 0 1.17223e+11 9.98021e+11
158 45.5327 47.6786 13.3207 0.0288609 0 0 0.0288609 2.53676e+11 1.17223e+11 3.17284e+10 1.99061e+09 2009.7 844071 3.06939e+07 3.83507 0 0 7.80827e+08 nan 0 0 114541 0 0.000182279 0 0.00631577 0 1.17223e+11 9.98021e+11
159 47.6786 49.9256 13.9485 0.0190223 0 0 0.0190223 2.66363e+11 1.17223e+11 3.17411e+10 2.11449e+09 1842.14 837865 3.00058e+07 4.12869 0 0 5.40436e+08 nan 0 0 83192.4 0 0.000120742 0 0.00634739 0 1.17223e+11 9.98021e+11
160 49.9256 52.2785 14.6059 0.0123239 0 0 0.0123239 2.79461e+11 1.17223e+11 3.17502e+10 2.2448e+09 1687.64 831405 2.93205e+07 4.4443 0 0 3.67622e+08 nan 0 0 59384.7 0 7.86048e-05 0 0.00637825 0 1.17223e+11 9.98021e+11
